"ID","INCIDENT_NUMBER","DATE_REPORTED","DATE_OCCURED","CRIME_TYPE","NIBRS_CODE","UCR_HIERARCHY","ATT_COMP","LMPD_DIVISION","LMPD_BEAT","PREMISE_TYPE","BLOCK_ADDRESS","UOR_DESC","LEOKA_APPLIES","OFFICER_KILLED","TYPE_OF_ASSIGNMENT","TYPE_OF_ACTIVITY","OFFENSE_CITY","OFFENSE_ZIP"
"4549","80-15-087812","2015-10-29 16:41:00","2015-10-29 16:41:00","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","723","RESIDENCE / HOME","6600 BLOCK OUTER LOOP                                       ","CRIMINAL ABUSE-3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40228"
"4550","80-15-089534","2015-10-26 17:56:00","2015-10-26 17:55:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","625","CONVENIENCE STORE","3300 BLOCK BARDSTOWN RD                                     ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40218"
"4551","80-15-089534","2015-10-26 17:56:00","2015-10-26 17:55:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","625","CONVENIENCE STORE","3300 BLOCK BARDSTOWN RD                                     ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40218"
"4552","80-15-089534","2015-10-26 17:56:00","2015-10-26 17:55:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","625","CONVENIENCE STORE","3300 BLOCK BARDSTOWN RD                                     ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40218"
"4553","80-15-089534","2015-10-26 17:56:00","2015-10-26 17:55:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","625","CONVENIENCE STORE","3300 BLOCK BARDSTOWN RD                                     ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40218"
"4554","80-15-091876","2015-11-11 19:43:00","2015-11-11 19:43:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","1100 BLOCK S 17TH ST                                        ","MENACING","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40210"
"4555","80-15-092371","2015-11-13 11:31:00","2015-11-13 11:31:00","ASSAULT","13A","PART I","COMPLETED","METRO LOUISVILLE","METRO","PARKING LOT / GARAGE","MALLGATE PL / QUAILS RUN                                    ","ASSAULT - 1ST DEGREE - POLICE OFFICER","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED","ATTEMPTING OTHER ARREST","LOUISVILLE","40207"
"4556","80-15-092371","2015-11-13 11:31:00","2015-11-13 11:31:00","ASSAULT","13A","PART I","COMPLETED","METRO LOUISVILLE","METRO","PARKING LOT / GARAGE","MALLGATE PL / QUAILS RUN                                    ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED","ATTEMPTING OTHER ARREST","LOUISVILLE","40207"
"4557","80-15-098597","2015-11-05 16:10:00","2015-11-05 16:10:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","513","HIGHWAY / ROAD / ALLEY","BARDSTOWN RD/TAYLORSVILLE RD                                ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","",""
"4558","80-15-106005","2015-12-29 10:29:00","2015-12-28 09:30:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","CYPRESS ST / WOODLAND AVE                                   ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40211"
"4559","80-16-002945","2016-01-08 11:21:00","2016-01-08 11:21:00","ASSAULT","13A","PART I","COMPLETED","METRO LOUISVILLE","331","RESIDENCE / HOME","4100 BLOCK EDEN LN                                          ","MURDER - POLICE OFFICER ATTEMPTED","YES","NO","OTHER ASSISTED (FOOT, OFF DUTY, ETC)","ALL OTHER","SHIVELY","40216"
"4560","80-16-004487","2016-01-13 12:31:00","2016-01-13 12:31:00","ASSAULT","13B","PART II","COMPLETED","5TH DIVISION","521","HIGHWAY / ROAD / ALLEY","BROWNSBORO RD / HALDEMAN AVE                                ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40206"
"4561","80-16-014885","2016-02-20 01:22:00","2016-02-20 01:22:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","S 1ST ST / E BURNETT AVE                                    ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40208"
"4562","80-16-014885","2016-02-20 01:22:00","2016-02-20 01:22:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","S 1ST ST / E BURNETT AVE                                    ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40208"
"4563","80-16-020999","2016-03-12 00:45:00","2016-03-12 00:45:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","112","SCHOOL - ELEMENTARY / SECONDARY","1600 BLOCK W BROADWAY                                       ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"4564","80-16-027627","2016-04-02 17:00:00","2016-04-02 16:23:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","SALE AVE / TAYLOR BLVD                                      ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40215"
"4565","80-16-027627","2016-04-02 17:00:00","2016-04-02 16:23:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","SALE AVE / TAYLOR BLVD                                      ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40215"
"4566","80-16-037348","2016-05-03 12:45:00","2016-05-03 12:45:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","S 15TH ST / W BROADWAY                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40203"
"4567","80-16-042886","2016-05-20 20:34:00","2016-05-20 18:35:00","ASSAULT","13A","PART I","COMPLETED","3RD DIVISION","316","RESIDENCE / HOME","11600 BLOCK LOWER RIVER RD                                  ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40272"
"4568","80-16-042886","2016-05-20 20:34:00","2016-05-20 18:35:00","ASSAULT","13A","PART I","COMPLETED","3RD DIVISION","316","RESIDENCE / HOME","11600 BLOCK LOWER RIVER RD                                  ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40272"
"4569","80-16-048240","2016-05-31 10:22:00","2016-05-31 10:22:00","ASSAULT","13A","PART I","COMPLETED","7TH DIVISION","724","HIGHWAY / ROAD / ALLEY","6600 BLOCK COOPER CHAPEL RD                                 ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","ATTEMPTING OTHER ARREST","LOUISVILLE","40229"
"4570","80-16-080507","2016-09-20 04:00:00","2016-09-19 11:41:00","ASSAULT","13A","PART I","COMPLETED","7TH DIVISION","736","RESIDENCE / HOME","3700 BLOCK FALCON CREST DR                                  ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","OTHER ASSISTED (FOOT, OFF DUTY, ETC)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40219"
"4571","80-16-080507","2016-09-20 04:00:00","2016-09-19 11:41:00","ASSAULT","13A","PART I","COMPLETED","7TH DIVISION","736","RESIDENCE / HOME","3700 BLOCK FALCON CREST DR                                  ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","OTHER ASSISTED (FOOT, OFF DUTY, ETC)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40219"
"4572","80-16-080507","2016-09-20 04:00:00","2016-09-19 11:41:00","ASSAULT","13A","PART I","COMPLETED","7TH DIVISION","736","RESIDENCE / HOME","3700 BLOCK FALCON CREST DR                                  ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","OTHER ASSISTED (FOOT, OFF DUTY, ETC)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40219"
"4573","80-16-080507","2016-09-20 04:00:00","2016-09-19 11:41:00","ASSAULT","13A","PART I","COMPLETED","7TH DIVISION","736","RESIDENCE / HOME","3700 BLOCK FALCON CREST DR                                  ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","OTHER ASSISTED (FOOT, OFF DUTY, ETC)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40219"
"4574","80-16-080507","2016-09-20 04:00:00","2016-09-19 11:41:00","ASSAULT","13A","PART I","COMPLETED","7TH DIVISION","736","RESIDENCE / HOME","3700 BLOCK FALCON CREST DR                                  ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","OTHER ASSISTED (FOOT, OFF DUTY, ETC)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40219"
"4575","80-16-080507","2016-09-20 04:00:00","2016-09-19 11:41:00","ASSAULT","13A","PART I","COMPLETED","7TH DIVISION","736","RESIDENCE / HOME","3700 BLOCK FALCON CREST DR                                  ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","OTHER ASSISTED (FOOT, OFF DUTY, ETC)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40219"
"4576","80-16-080507","2016-09-20 04:00:00","2016-09-19 11:41:00","ASSAULT","13A","PART I","COMPLETED","7TH DIVISION","736","RESIDENCE / HOME","3700 BLOCK FALCON CREST DR                                  ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","OTHER ASSISTED (FOOT, OFF DUTY, ETC)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40219"
"4577","80-16-088483","2016-10-15 17:17:00","2016-10-15 17:17:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","600 BLOCK S 4TH ST                                          ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40202"
"4578","80-16-091704","2016-10-26 00:19:00","2016-10-26 00:19:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","123","HOTEL / MOTEL / ETC.","500 BLOCK S 4TH ST                                          ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40202"
"4579","80-16-104477","2016-12-07 17:20:00","2016-12-07 17:18:00","ASSAULT","13B","PART II","COMPLETED","8TH DIVISION","811","RESIDENCE / HOME","3900 BLOCK ACCOMACK DR                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40241"
"4580","80-16-067925","2016-08-09 22:36:00","2016-08-09 22:36:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","2500 BLOCK MAGAZINE ST                                      ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40211"
"4581","80-17-014904","2017-02-20 21:34:00","2017-02-20 21:34:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","S 28TH ST / W JEFFERSON ST                                  ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40212"
"4582","80-17-014904","2017-02-20 21:34:00","2017-02-20 21:34:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","S 28TH ST / W JEFFERSON ST                                  ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40212"
"4583","80-17-014904","2017-02-20 21:34:00","2017-02-20 21:34:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","S 28TH ST / W JEFFERSON ST                                  ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40212"
"4584","80-17-031669","2017-04-21 14:16:00","2017-04-21 14:16:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","1300 BLOCK WELLER AVE                                       ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40208"
"4585","80-17-032671","2017-04-23 01:14:00","2017-04-23 01:14:00","ASSAULT","13A","PART I","COMPLETED","8TH DIVISION","812","HIGHWAY / ROAD / ALLEY","N HURSTBOURNE PKY / WESTPORT RD                             ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40241"
"4586","80-17-033378","2017-04-27 10:41:00","2017-04-27 10:41:00","ASSAULT","13A","PART I","COMPLETED","METRO LOUISVILLE","STM","RESIDENCE / HOME","3900 BLOCK STAEBLER AVE                                     ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","ST_MATTHEWS","40207"
"4587","80-17-040724","2017-05-21 04:27:00","2017-05-21 03:00:00","ASSAULT","13B","PART II","COMPLETED","METRO LOUISVILLE","STM","BAR / NIGHT CLUB","3900 BLOCK SHELBYVILLE RD                                   ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","OTHER ALONE (FOOT, OFF DUTY, ECT)","ATTEMPTING OTHER ARREST","ST_MATTHEWS","40207"
"4588","80-17-041334","2017-05-23 11:26:00","2017-05-23 10:00:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","S 5TH ST / W MAIN ST                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","HANDLING, TRANSPORTING, CUSTODY OF PRISONERS","LOUISVILLE","40202"
"4589","80-17-041334","2017-05-23 11:26:00","2017-05-23 10:00:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","S 5TH ST / W MAIN ST                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","HANDLING, TRANSPORTING, CUSTODY OF PRISONERS","LOUISVILLE","40202"
"4590","80-17-046139","2017-06-08 15:12:00","2017-06-08 15:12:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","QUEEN AVE / TAYLOR BLVD                                     ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40215"
"4591","80-17-068315","2017-08-22 13:53:00","2017-08-22 13:53:00","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","316","OTHER RESIDENCE (APARTMENT/CONDO)","DIXIE HWY / W ORELL RD                                      ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","BURGLARY IN PROGRESS OR PURSUING BURG SUSPECT","LOUISVILLE","40272"
"4592","80-17-094769","2017-11-19 22:09:00","2017-11-19 22:02:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","223","RESIDENCE / HOME","2200 BLOCK DATE ST                                          ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40210"
"4593","80-17-096587","2017-11-25 01:35:00","2017-11-25 01:35:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","111","RESIDENCE / HOME","2700 BLOCK W MAIN ST                                        ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40212"
"4594","80-17-096587","2017-11-25 01:35:00","2017-11-25 01:35:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","111","RESIDENCE / HOME","2700 BLOCK W MAIN ST                                        ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40212"
"4595","80-17-097190","2017-11-30 02:57:00","2017-11-30 02:57:00","ASSAULT","13B","PART II","COMPLETED","5TH DIVISION","512","HIGHWAY / ROAD / ALLEY","900 BLOCK BAXTER AVE                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","OTHER ALONE (FOOT, OFF DUTY, ECT)","ALL OTHER","LOUISVILLE","40204"
"4596","80-17-100004","2017-12-09 13:35:00","2017-12-09 13:35:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","135","HIGHWAY / ROAD / ALLEY","S BROOK ST / E JEFFERSON ST                                 ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40202"
"4597","80-17-076582","2017-09-19 21:53:00","2017-09-19 21:53:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","512","HIGHWAY / ROAD / ALLEY","BAXTER AVE / E BRECKINRIDGE ST                              ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40204"
"4598","80-17-085356","2017-10-19 08:56:00","2017-10-19 08:56:00","ASSAULT","13B","PART II","COMPLETED","8TH DIVISION","812","SCHOOL - ELEMENTARY / SECONDARY","7300 BLOCK WESBORO RD                                       ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40222"
"4599","80-17-088475","2017-10-28 14:42:00","2017-10-28 14:41:00","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","315","HIGHWAY / ROAD / ALLEY","10600 BLOCK DIXIE HWY                                       ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40272"
"4600","80-17-092159","2017-11-12 03:36:00","2017-11-12 03:36:00","ASSAULT","13A","PART I","COMPLETED","5TH DIVISION","512","HIGHWAY / ROAD / ALLEY","900 BLOCK BAXTER AVE                                        ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40204"
"4601","80-18-017090","2018-03-01 01:43:00","2018-03-01 01:43:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","512","BAR / NIGHT CLUB","900 BLOCK BAXTER AVE                                        ","MENACING","YES","NO","OTHER ASSISTED (FOOT, OFF DUTY, ETC)","ALL OTHER","LOUISVILLE","40204"
"4602","80-18-017090","2018-03-01 01:43:00","2018-03-01 01:43:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","512","BAR / NIGHT CLUB","900 BLOCK BAXTER AVE                                        ","MENACING","YES","NO","OTHER ASSISTED (FOOT, OFF DUTY, ETC)","ALL OTHER","LOUISVILLE","40204"
"4603","80-18-017703","2018-03-08 13:28:00","2018-03-08 13:28:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","SPECIALTY STORE (TV, FUR, ETC)","3300 BLOCK 7TH STREET RD                                    ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40216"
"4604","80-18-017703","2018-03-08 13:28:00","2018-03-08 13:28:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","SPECIALTY STORE (TV, FUR, ETC)","3300 BLOCK 7TH STREET RD                                    ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40216"
"4605","80-18-017703","2018-03-08 13:28:00","2018-03-08 13:28:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","SPECIALTY STORE (TV, FUR, ETC)","3300 BLOCK 7TH STREET RD                                    ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40216"
"4606","80-18-028533","2018-04-08 19:39:00","2018-04-08 19:39:00","ASSAULT","13A","PART I","COMPLETED","3RD DIVISION","331","CHURCH / SYNAGOGUE / TEMPLE","4500 BLOCK CRAWFORD AVE                                     ","MURDER - POLICE OFFICER ATTEMPTED","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40258"
"4607","80-18-028533","2018-04-08 19:39:00","2018-04-08 19:39:00","ASSAULT","13A","PART I","COMPLETED","3RD DIVISION","331","CHURCH / SYNAGOGUE / TEMPLE","4500 BLOCK CRAWFORD AVE                                     ","MURDER - POLICE OFFICER ATTEMPTED","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40258"
"4608","80-18-028960","2018-04-19 15:40:00","2018-04-17 17:14:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","2400 BLOCK NORTHWESTERN PKY                                 ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40212"
"4609","80-18-035189","2018-05-11 02:20:00","2018-05-11 02:20:00","ASSAULT","13B","PART II","COMPLETED","6TH DIVISION","612","HIGHWAY / ROAD / ALLEY","6200 BLOCK PRESTON HWY                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40219"
"4610","80-18-021132","2018-03-21 14:32:00","2018-03-21 14:32:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","N 32ND ST / ALFORD AVE                                      ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40212"
"4611","80-18-040990","2018-05-30 22:33:00","2018-05-30 22:33:00","ASSAULT","13A","PART I","COMPLETED","3RD DIVISION","331","HIGHWAY / ROAD / ALLEY","2200 BLOCK DE MEL AVE                                       ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40214"
"4612","80-18-040990","2018-05-30 22:33:00","2018-05-30 22:33:00","ASSAULT","13A","PART I","COMPLETED","3RD DIVISION","331","HIGHWAY / ROAD / ALLEY","2200 BLOCK DE MEL AVE                                       ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40214"
"4613","80-18-040990","2018-05-30 22:33:00","2018-05-30 22:33:00","ASSAULT","13A","PART I","COMPLETED","3RD DIVISION","331","HIGHWAY / ROAD / ALLEY","2200 BLOCK DE MEL AVE                                       ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40214"
"4614","80-18-040990","2018-05-30 22:33:00","2018-05-30 22:33:00","ASSAULT","13A","PART I","COMPLETED","3RD DIVISION","331","HIGHWAY / ROAD / ALLEY","2200 BLOCK DE MEL AVE                                       ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40214"
