INCIDENT_NUMBER,UCR_CATEGORY,TYPE_OF_FIREARM,FIREARM_MANUFACTURER,FIREARM_MODEL,FIREARM_CALIBER,RECOVERY_DATE,RECOVERY_BLOCK_ADDRESS,CITY,state,RECOVERY_ZIPCODE,PERSON_RECOVERED_FROM_RACE,PERSON_RECOVERED_FROM_SEX,PERSON_RECOVERED_FROM_AGE,year
80-14-025680,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",ROSSI - AMADEO ROSSI & CO                              ,NONE           ,38C  ,4/13/2014,S 3RD ST / W WOODLAWN AVE                                   ,LOUISVILLE          ,KY,40214,WHITE,M,60,2014
80-14-025387,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,HANDGUNS: P SER,9MM  ,4/12/2014,200 BLOCK THOMPSON AVE                                      ,LOUISVILLE          ,KY,40206,BLACK,M,34,2014
80-14-025434,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",PHOENIX ARMS CO.                                       ,HP MODELS      ,25C  ,4/12/2014,700 BLOCK DENMARK ST                                        ,LOUISVILLE          ,KY,40215,BLACK,M,21,2014
80-14-025447,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","SPRINGFIELD ARMORY,GENESEO,IL                          ",PISTOL: MODEL X,9MM  ,4/12/2014,EASTERN PKY / S PRESTON ST                                  ,LOUISVILLE          ,KY,40217,WHITE,M,28,2014
80-14-025562,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",                                                       ,               ,22C  ,4/12/2014,N 7TH ST / W RIVER RD                                       ,LOUISVILLE          ,KY,40202,BLACK,M,23,2014
80-14-025140,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,HANDGUNS: LCP S,380C ,4/11/2014,600 BLOCK E OAK ST                                          ,LOUISVILLE          ,KY,40203,BLACK,M,20,2014
80-14-025140,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,HANDGUNS: P SER,40C  ,4/11/2014,600 BLOCK E OAK ST                                          ,LOUISVILLE          ,KY,40203,BLACK,M,20,2014
80-14-025140,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 23/23C (4,40C  ,4/11/2014,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,20,2014
80-14-025160,SIMPLE ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",BOHNMISCHE WAFFENFABRIK                                ,27,765M ,4/11/2014,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2014
80-14-025160,SIMPLE ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",BOHNMISCHE WAFFENFABRIK                                ,27,765M ,4/11/2014,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2014
80-14-025397,STOLEN PROPERTY,"PISTOL, REVOLVER                                       ",TAURUS INTERNATIONAL                                   ,MODEL 66       ,357C ,4/11/2014,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2014
80-14-025140,STOLEN PROPERTY,"SHOTGUN, SEMIAUTOMATIC                                 ",O. F. MOSSBERG                                         ,500-599 MODLES ,12GA ,4/11/2014,CAMP ST / S JACKSON ST                                      ,LOUISVILLE          ,KY,40203,BLACK,M,20,2014
80-14-025140,STOLEN PROPERTY,"RIFLE, SEMI-AUTOMATIC                                  ",                                                       ,               ,762M ,4/11/2014,CAMP ST / S JACKSON ST                                      ,LOUISVILLE          ,KY,40203,BLACK,M,20,2014
80-14-025140,STOLEN PROPERTY,"RIFLE, SEMI-AUTOMATIC                                  ",                                                       ,               ,     ,4/11/2014,CAMP ST / S JACKSON ST                                      ,LOUISVILLE          ,KY,40203,BLACK,M,20,2014
80-14-025140,STOLEN PROPERTY,"RIFLE, SEMI-AUTOMATIC                                  ",MARLIN FIREARMS                                        ,MODEL 336 SERIE,30C  ,4/11/2014,CAMP ST / S JACKSON ST                                      ,LOUISVILLE          ,KY,40203,BLACK,M,20,2014
80-14-025026,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,CF-380         ,380C ,4/10/2014,900 BLOCK ULRICH AVE                                        ,LOUISVILLE          ,KY,40219,BLACK,M,25,2014
80-14-025026,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,CF-380         ,380C ,4/10/2014,900 BLOCK ULRICH AVE                                        ,LOUISVILLE          ,KY,40219,BLACK,M,25,2014
80-14-025135,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",LLAMA (GABILONDO & CIA)                                ,VITORIA        ,     ,4/10/2014,HOMEVIEW DR / UTAH AVE                                      ,LOUISVILLE          ,KY,40215,NULL,NULL,NULL,2014
80-14-024706,NARCOTICS,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,               ,38C  ,4/9/2014,1200 BLOCK BICKNELL AVE                                     ,LOUISVILLE          ,KY,40215,BLACK,M,35,2014
80-14-024543,COUNTERFEITING,"SHOTGUN, SINGLE-SHOT                                   ",                                                       ,               ,20GA ,4/9/2014,4000 BLOCK QUIET WAY                                        ,LOUISVILLE          ,KY,40219,HISPANIC,M,47,2014
80-14-024543,COUNTERFEITING,"SHOTGUN, SINGLE-SHOT                                   ",                                                       ,               ,20GA ,4/9/2014,4000 BLOCK QUIET WAY                                        ,LOUISVILLE          ,KY,40219,HISPANIC,M,47,2014
80-14-024816,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",RG INDUSTRIES                                          ,               ,22C  ,4/9/2014,DERRICK DR / MARGUERITE DR                                  ,LOUISVILLE          ,KY,40216,WHITE,M,41,2014
80-14-024580,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",TAURUS INTERNATIONAL                                   ,MODEL 85       ,38C  ,4/9/2014,I71S AT I64                                                 ,LOUISVILLE          ,KY,40206,WHITE,M,23,2014
80-14-024705,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",COBRA ENTERPRISES INC                                  ,CA SERIES      ,380C ,4/9/2014,S 12TH ST / W JEFFERSON ST                                  ,LOUISVILLE          ,KY,40203,BLACK,M,27,2014
80-14-024545,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,HANDGUNS: MARK ,22C  ,4/8/2014,15200 BLOCK TAYLORSVILLE RD                                 ,LOUISVILLE          ,KY,40023,BLACK,M,66,2014
80-14-024511,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,               ,45C  ,4/8/2014,DR W J HODGE ST / W MADISON ST                              ,LOUISVILLE          ,KY,40203,BLACK,M,28,2014
80-14-023948,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,CF-380         ,380C ,4/6/2014,S 28TH ST / WOODLAND AVE                                    ,LOUISVILLE          ,KY,40211,BLACK,M,23,2014
80-14-023607,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 17/17C (9,9MM  ,4/5/2014,2200 BLOCK DUNCAN ST                                        ,LOUISVILLE          ,KY,40212,BLACK,M,22,2014
80-14-023521,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,PISTOLS: M&P   ,40C  ,4/5/2014,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,WHITE,F,22,2014
80-14-023658,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ",METRO ARMS CORP                                        ,               ,45C  ,4/5/2014,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,27,2014
80-14-023807,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,BODYGUARD      ,380C ,4/5/2014,CANE RUN RD / RALPH AVE                                     ,LOUISVILLE          ,KY,40216,BLACK,M,33,2014
80-14-023698,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",SARMCO                                                 ,               ,9MM  ,4/5/2014,PHILLIPS LN / PRESTON HWY                                   ,LOUISVILLE          ,KY,40213,BLACK,M,22,2014
80-14-023698,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",SARMCO                                                 ,               ,9MM  ,4/5/2014,PHILLIPS LN / PRESTON HWY                                   ,LOUISVILLE          ,KY,40213,BLACK,M,22,2014
80-14-023698,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","FNH USA, LLC                                           ",               ,40C  ,4/5/2014,PHILLIPS LN / PRESTON HWY                                   ,LOUISVILLE          ,KY,40213,BLACK,M,22,2014
80-14-023710,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",               ,9MM  ,4/5/2014,PHILLIPS LN / PRESTON HWY                                   ,LOUISVILLE          ,KY,40213,BLACK,M,26,2014
80-14-023710,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",               ,9MM  ,4/5/2014,PHILLIPS LN / PRESTON HWY                                   ,LOUISVILLE          ,KY,40213,BLACK,M,26,2014
80-14-023410,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,C9             ,9MM  ,4/4/2014,2800 BLOCK W BROADWAY                                       ,LOUISVILLE          ,KY,40211,BLACK,M,34,2014
80-14-021262,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ",REMINGTON ARMS                                         ,               ,     ,4/4/2014,4900 BLOCK OUTER LOOP                                       ,LOUISVILLE          ,KY,40219,BLACK,M,23,2014
80-14-021262,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ",REMINGTON ARMS                                         ,               ,     ,4/4/2014,4900 BLOCK OUTER LOOP                                       ,LOUISVILLE          ,KY,40219,BLACK,M,23,2014
80-14-023476,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SIG-SAUER                                              ,               ,9MM  ,4/4/2014,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,35,2014
80-14-023514,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,SD40VE         ,40C  ,4/4/2014,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,20,2014
80-14-023254,WPNS LAW VIOLATION,"SHOTGUN, PUMP ACTION                                   ","REMINGTON ARMS CO., INC.                               ",               ,12GA ,4/3/2014,200 BLOCK N 23RD ST                                         ,LOUISVILLE          ,KY,40212,WHITE,M,28,2014
80-14-023226,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,P89            ,9MM  ,4/3/2014,2300 BLOCK W BURNETT AVE                                    ,LOUISVILLE          ,KY,40210,BLACK,M,30,2014
80-14-023029,INTIMIDATION,"PISTOL, REVOLVER                                       ",ROHM                                                   ,               ,22C  ,4/3/2014,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,24,2014
80-14-023262,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,38,38C  ,4/3/2014,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2014
80-14-023024,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,     ,4/2/2014,600 BLOCK E MUHAMMAD ALI BLVD                               ,LOUISVILLE          ,KY,40202,BLACK,M,29,2014
80-14-022725,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",RUGER                                                  ,POLICE SERVICE-,38C  ,4/2/2014,600 BLOCK S 27TH ST                                         ,LOUISVILLE          ,KY,40211,BLACK,M,27,2014
80-14-022725,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",COBRA ENTERPRISES INC                                  ,CA SERIES      ,380C ,4/2/2014,600 BLOCK S 27TH ST                                         ,LOUISVILLE          ,KY,40211,BLACK,M,27,2014
80-14-022911,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 23/23C (4,40C  ,4/2/2014,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2014
80-14-022671,NARCOTICS,"SHOTGUN, SINGLE-SHOT                                   ",STEVENS/J. STEVENS ARMS CO.                            ,               ,20GA ,4/1/2014,2000 BLOCK LANDING DR                                       ,LOUISVILLE          ,KY,40218,BLACK,M,17,2014
80-14-022574,AGGRAVATED ASSAULT,"SHOTGUN, PUMP ACTION                                   ","REMINGTON ARMS CO., INC.                               ",               ,12GA ,4/1/2014,2000 BLOCK S 40TH ST                                        ,LOUISVILLE          ,KY,40211,BLACK,M,20,2014
80-14-022618,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",RAVEN ARMS                                             ,               ,25C  ,4/1/2014,3800 BLOCK OLD OUTER LOOP                                   ,LOUISVILLE          ,KY,40219,WHITE,M,24,2014
80-14-022691,NARCOTICS,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,AIRWEIGHT      ,38C  ,4/1/2014,4000 BLOCK POPLAR LEVEL RD                                  ,LOUISVILLE          ,KY,40213,NULL,NULL,NULL,2014
80-14-022462,BURGLARY,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,HI-POINT       ,40C  ,4/1/2014,BONAVENTURE BLVD / WOODPOINTE BLVD                          ,LOUISVILLE          ,KY,40219,BLACK,M,23,2014
80-14-022474,NARCOTICS,"PISTOL, REVOLVER                                       ",COLT                                                   ,DA 45          ,45C  ,4/1/2014,HATHAWAY AVE / TAYLOR BLVD                                  ,LOUISVILLE          ,KY,40215,BLACK,M,19,2014
80-14-022474,NARCOTICS,"PISTOL, REVOLVER                                       ",COLT                                                   ,DA 45          ,45C  ,4/1/2014,HATHAWAY AVE / TAYLOR BLVD                                  ,LOUISVILLE          ,KY,40215,BLACK,M,19,2014
80-14-005522,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ",PHOENIX ARMS CO.                                       ,RAVEN          ,25C  ,4/1/2014,S 36TH ST / W MARKET ST                                     ,LOUISVILLE          ,KY,40212,BLACK,M,18,2014
80-14-022149,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,PISTOLS: SW99  ,9MM  ,3/31/2014,3300 BLOCK BARDSTOWN RD                                     ,LOUISVILLE          ,KY,40218,BLACK,M,48,2014
80-14-022149,STOLEN PROPERTY,"SHOTGUN, PUMP ACTION                                   ","REMINGTON ARMS CO., INC.                               ",SHOTGUN: MODEL ,12GA ,3/31/2014,3300 BLOCK BARDSTOWN RD                                     ,LOUISVILLE          ,KY,40218,BLACK,M,48,2014
80-14-022149,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,JC-40 SERIES   ,40C  ,3/31/2014,3300 BLOCK BARDSTOWN RD                                     ,LOUISVILLE          ,KY,40218,BLACK,M,48,2014
80-14-022149,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,JC-40 SERIES   ,40C  ,3/31/2014,3300 BLOCK BARDSTOWN RD                                     ,LOUISVILLE          ,KY,40218,BLACK,M,48,2014
80-14-022365,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,CF-380         ,380C ,3/31/2014,600 BLOCK S 11TH ST                                         ,LOUISVILLE          ,KY,40203,BLACK,M,38,2014
80-14-022365,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,CF-380         ,380C ,3/31/2014,600 BLOCK S 11TH ST                                         ,LOUISVILLE          ,KY,40203,BLACK,M,38,2014
80-14-022198,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,               ,38C  ,3/31/2014,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,24,2014
80-14-022198,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,               ,38C  ,3/31/2014,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,24,2014
80-14-022420,INTIMIDATION,"PISTOL, SEMI-AUTOMATIC                                 ",KIMBER                                                 ,CARRY SERIES   ,9MM  ,3/31/2014,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2014
80-14-022441,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",RUGER                                                  ,SP101          ,357C ,3/31/2014,COMMUNITY AT LARGE,LOUISVILLE          ,KY,40211,BLACK,M,27,2014
80-14-022149,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,PISTOLS: SW99  ,9MM  ,3/30/2014,3300 BLOCK BARDSTOWN RD                                     ,LOUISVILLE          ,KY,40218,BLACK,M,48,2014
80-14-022149,STOLEN PROPERTY,"SHOTGUN, PUMP ACTION                                   ","REMINGTON ARMS CO., INC.                               ",SHOTGUN: MODEL ,12GA ,3/30/2014,3300 BLOCK BARDSTOWN RD                                     ,LOUISVILLE          ,KY,40218,BLACK,M,48,2014
80-14-022090,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,               ,9MM  ,3/30/2014,HEAFER RD / HINES CT                                        ,LOUISVILLE          ,KY,40223,BLACK,M,18,2014
80-14-022091,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","KELTEC, CNC INDUSTRIES, INC                            ",               ,9MM  ,3/30/2014,HEAFER RD / HINES CT                                        ,LOUISVILLE          ,KY,40223,BLACK,M,22,2014
80-14-022130,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",GLOCK GMBH                                             ,MODEL 26 (9MM) ,9MM  ,3/30/2014,S 41ST ST / DOERHOEFER AVE                                  ,LOUISVILLE          ,KY,40211,BLACK,M,18,2014
80-14-021799,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,4516-1         ,45C  ,3/29/2014,3100 BLOCK MELODY ACRES LN                                  ,LOUISVILLE          ,KY,40216,BLACK,M,25,2014
80-14-021799,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,4516-1         ,45C  ,3/29/2014,3100 BLOCK MELODY ACRES LN                                  ,LOUISVILLE          ,KY,40216,BLACK,M,25,2014
80-14-021827,INTIMIDATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,TACTICAL       ,9MM  ,3/29/2014,3900 BLOCK SHELBYVILLE RD                                   ,ST_MATTHEWS         ,KY,          ,WHITE,M,25,2014
80-14-021814,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",ARCUS CO.                                              ,               ,9MM  ,3/29/2014,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,22,2014
80-14-021799,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 22/22C (4,40C  ,3/29/2014,800 BLOCK BARRET AVE                                        ,LOUISVILLE          ,KY,40204,BLACK,M,25,2014
80-14-021799,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 22/22C (4,40C  ,3/29/2014,800 BLOCK BARRET AVE                                        ,LOUISVILLE          ,KY,40204,BLACK,M,25,2014
80-14-021799,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 22/22C (4,40C  ,3/29/2014,800 BLOCK BARRET AVE                                        ,LOUISVILLE          ,KY,40204,BLACK,M,25,2014
80-14-021799,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 22/22C (4,40C  ,3/29/2014,800 BLOCK BARRET AVE                                        ,LOUISVILLE          ,KY,40204,BLACK,M,25,2014
80-14-021799,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 22/22C (4,40C  ,3/29/2014,800 BLOCK BARRET AVE                                        ,LOUISVILLE          ,KY,40204,BLACK,M,25,2014
80-14-021799,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 22/22C (4,40C  ,3/29/2014,800 BLOCK BARRET AVE                                        ,LOUISVILLE          ,KY,40204,BLACK,M,25,2014
80-14-021817,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 22/22C (4,40C  ,3/29/2014,S 31ST ST / GARLAND AVE                                     ,LOUISVILLE          ,KY,40211,BLACK,M,25,2014
80-14-021610,SHOPLIFTING,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,               ,9MM  ,3/28/2014,2400 BLOCK BARDSTOWN RD                                     ,LOUISVILLE          ,KY,40205,WHITE,F,26,2014
80-14-021779,FAMILY OFFENSES,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,38 SPECIAL     ,38C  ,3/28/2014,3400 BLOCK TAYLOR BLVD                                      ,LOUISVILLE          ,KY,40215,BLACK,M,18,2014
80-14-021764,NARCOTICS,"PISTOL, REVOLVER                                       ",ROHM                                                   ,               ,22C  ,3/28/2014,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2014
80-14-021503,STOLEN PROPERTY,"PISTOL, REVOLVER                                       ",NORTH AMERICAN ARMS                                    ,22 MAG         ,22C  ,3/27/2014,2800 BLOCK W JEFFERSON ST                                   ,LOUISVILLE          ,KY,40212,BLACK,M,51,2014
80-14-021494,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,380C ,3/27/2014,3000 BLOCK TAYLOR BLVD                                      ,LOUISVILLE          ,KY,40208,BLACK,M,29,2014
80-14-020423,ROBBERY,NULL,                                                       ,25-2           ,     ,3/27/2014,3300 BLOCK RENWOOD BLVD                                     ,LOUISVILLE          ,KY,40214,BLACK,M,25,2014
80-14-020423,ROBBERY,NULL,                                                       ,25-2           ,     ,3/27/2014,3300 BLOCK RENWOOD BLVD                                     ,LOUISVILLE          ,KY,40214,BLACK,M,25,2014
80-14-020423,ROBBERY,NULL,                                                       ,25-2           ,     ,3/27/2014,3300 BLOCK RENWOOD BLVD                                     ,LOUISVILLE          ,KY,40214,BLACK,M,25,2014
80-14-020423,ROBBERY,NULL,                                                       ,25-2           ,     ,3/27/2014,3300 BLOCK RENWOOD BLVD                                     ,LOUISVILLE          ,KY,40214,BLACK,M,25,2014
80-14-020423,ROBBERY,NULL,                                                       ,25-2           ,     ,3/27/2014,3300 BLOCK RENWOOD BLVD                                     ,LOUISVILLE          ,KY,40214,BLACK,M,25,2014
80-14-020423,ROBBERY,NULL,                                                       ,25-2           ,     ,3/27/2014,3300 BLOCK RENWOOD BLVD                                     ,LOUISVILLE          ,KY,40214,BLACK,M,25,2014
80-14-021338,ROBBERY,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,               ,38C  ,3/27/2014,3400 BLOCK LARKWOOD AVE                                     ,LOUISVILLE          ,KY,40212,BLACK,M,19,2014
80-14-021462,NARCOTICS,"RIFLE, PERCUSSION                                      ",CONNECTICUT ARMS & MFG. CO.                            ,               ,50C  ,3/27/2014,4900 BLOCK FEYS DR                                          ,LOUISVILLE          ,KY,40216,WHITE,M,21,2014
80-14-021462,NARCOTICS,"SHOTGUN, PUMP ACTION                                   ","REMINGTON ARMS CO., INC.                               ",               ,20GA ,3/27/2014,4900 BLOCK FEYS DR                                          ,LOUISVILLE          ,KY,40216,WHITE,M,21,2014
80-14-021462,NARCOTICS,"SHOTGUN, SINGLE-SHOT                                   ",                                                       ,WEATHERLY      ,12GA ,3/27/2014,4900 BLOCK FEYS DR                                          ,LOUISVILLE          ,KY,40216,WHITE,M,21,2014
80-14-021462,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,               ,9MM  ,3/27/2014,4900 BLOCK FEYS DR                                          ,LOUISVILLE          ,KY,40216,WHITE,M,21,2014
80-14-021529,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",INTRATEC                                               ,CAT SERIES     ,9MM  ,3/27/2014,8100 BLOCK NATIONAL TPKE                                    ,LOUISVILLE          ,KY,40214,BLACK,M,29,2014
80-14-021529,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",INTRATEC                                               ,CAT SERIES     ,9MM  ,3/27/2014,8100 BLOCK NATIONAL TPKE                                    ,LOUISVILLE          ,KY,40214,BLACK,M,29,2014
80-14-021529,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",INTRATEC                                               ,CAT SERIES     ,9MM  ,3/27/2014,8100 BLOCK NATIONAL TPKE                                    ,LOUISVILLE          ,KY,40214,BLACK,M,29,2014
80-14-021269,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 23/23C (4,40C  ,3/27/2014,DIXIE HWY / W HILL ST                                       ,LOUISVILLE          ,KY,40210,BLACK,M,22,2014
80-14-021491,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 22/22C (4,40C  ,3/27/2014,GARLAND AVE / HAZEL ST                                      ,LOUISVILLE          ,KY,40211,BLACK,M,24,2014
80-14-021491,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 22/22C (4,40C  ,3/27/2014,GARLAND AVE / HAZEL ST                                      ,LOUISVILLE          ,KY,40211,BLACK,M,24,2014
80-14-021220,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,CF-380         ,380C ,3/27/2014,S 22ND ST / OSAGE AVE                                       ,LOUISVILLE          ,KY,40210,NULL,NULL,NULL,2014
80-14-021412,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",TAURUS INTERNATIONAL                                   ,MAGNUM         ,357C ,3/27/2014,S 23RD ST / W BROADWAY                                      ,LOUISVILLE          ,KY,40211,BLACK,M,21,2014
80-14-021428,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 19/19C (9,9MM  ,3/27/2014,S 38TH ST / W BROADWAY                                      ,LOUISVILLE          ,KY,40211,BLACK,M,19,2014
80-14-021147,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",LLAMA (GABILOND                                        ,OTHER MODELS   ,40C  ,3/26/2014,400 BLOCK N 29TH ST                                         ,LOUISVILLE          ,KY,40212,NULL,NULL,NULL,2014
80-14-021136,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,               ,357C ,3/26/2014,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,22,2014
